respondent_id,persona,lead_label,q1_role,q2_org_type,q3_fleet_size,q4_experience_years,q5_location,q6_maintenance_strategy,q7_aog_per_month,q8_annual_mro_spend,annual_spend_usd,q9_engines_apu,q9_landing_gear,q9_avionics,q9_hydraulics,q9_airframe_fuselage,q9_cabin_environmental,q9_fuel_systems,q9_electrical,q10_iot_sensors,q10_acars_qar_analysis,q10_ai_ml_analytics,q10_digital_twin,q10_cloud_mro_software,q10_erp_sap,q10_none,q11_digital_maturity,q12_main_barrier,q13_real-time_alerts,q13_rul_prediction,q13_digital_twin,q13_auto_work_orders,q13_parts_inventory_forecasting,q13_fleet_health_ranking,q13_compliance_reporting,q13_api_erp_integration,q14_deployment_pref,q15_budget_per_aircraft,budget_per_aircraft_usd,q16_pricing_model,q17_decision_maker,q18_procurement_cycle,q19_engine_health_kit,q19_structural_health_kit,q19_avionics_module,q19_ai_analytics_dashboard,q19_digital_twin,q19_compliance_reporting,q19_parts_inventory_optimizer,q19_training_&_onboarding,q20_reduce_aog,q20_extend_component_life,q20_lower_mro_cost,q20_improve_dispatch,q20_regulatory_compliance,q20_parts_inventory_control,q20_reduce_oem_dependency,q21_current_tool_satisfaction,q22_switching_likelihood,q23_aircraft_type,q24_survey_source,q26_attitude_early_adopter,q26_attitude_wait_for_peers,q26_attitude_cost_over_safety,q26_attitude_leadership_champ,q26_attitude_switch_for_ai,q27_airbus_skywise,q27_boeing_analytx,q27_ge_aviation_digital,q27_rr_intelligentengine,q27_lufthansa_aviatar,q27_amos_ramco,q27_none,q27_not_aware,q28_vendor_satisfaction,q29_data_comfort,q30_uae_gcc_data_residency,q30_data_repatriation_on_exit,q30_no_ai_training_on_our_data,q30_iso27001_soc2,q30_gcaa_easa_compliance,q30_end-to-end_encryption,q30_on-prem_option,q30_none_-_trust_saas,q31_min_roi,q32_approval_metric
UAE-1387,Risk_Averse_Traditional,Not Interested,C-Suite,Low-cost carrier,11-30,6-10 years,Dubai,Scheduled/calendar,0,$2M-$10M,6330776,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,Legacy integration,1,1,0,0,0,0,1,0,Hybrid,$8K-$20K,13560,Pay-per-insight,Joint committee,1-3 months,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,6,2,Boeing narrow (B737),Aviation publication,2,5,3,2,2,0,0,0,0,0,0,0,1,Very satisfied,4,1,1,0,0,1,1,1,0,2x,Cost saved per aircraft/yr
UAE-1388,Risk_Averse_Traditional,Not Interested,MRO Engineer/Technician,Low-cost carrier,1-10,2-5 years,Dubai,Reactive,6-10,$2M-$10M,6961071,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,Regulatory concerns,1,1,0,1,0,0,0,0,On-premise,$3K-$8K,3984,Outcome-based,C-Suite,>12 months,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,6,3,Boeing wide (B777/B787),Industry event,3,4,3,3,2,0,0,0,0,0,0,1,0,No platform,5,0,1,1,0,0,0,1,0,2x,Dispatch reliability %
UAE-1389,Risk_Averse_Traditional,Exploring,Fleet/Maintenance Manager,Independent MRO,1-10,20+ years,Other GCC,Scheduled/calendar,3-5,<$500K,287452,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,No barriers,0,0,0,1,0,0,1,0,Full cloud (SaaS),$3K-$8K,5311,Pay-per-insight,Procurement/Finance,1-3 months,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,6,4,Boeing narrow (B737),Industry event,2,5,1,1,1,0,1,0,0,0,0,0,0,Very satisfied,3,1,1,1,1,0,0,1,0,2x,AOG reduction %
UAE-1390,Risk_Averse_Traditional,Exploring,MRO Engineer/Technician,Independent MRO,1-10,6-10 years,Abu Dhabi,Reactive,3-5,<$500K,259018,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,2,Regulatory concerns,0,0,0,1,0,0,1,0,On-premise,$3K-$8K,4550,Pay-per-insight,Procurement/Finance,3-6 months,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,7,5,Boeing narrow (B737),Word of mouth,1,3,3,3,3,1,0,0,0,0,1,1,0,Dissatisfied - hard to integrate,4,1,1,0,0,0,1,0,0,5x+,Cost saved per aircraft/yr
UAE-1391,Risk_Averse_Traditional,Exploring,MRO Engineer/Technician,Low-cost carrier,1-10,6-10 years,Abu Dhabi,Predictive (some AI),10+,<$500K,222625,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2,High upfront cost,1,0,0,0,0,0,1,1,On-premise,$1K-$3K,1837,Hardware lease + software,Procurement/Finance,3-6 months,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,5,1,Boeing wide (B777/B787),Industry event,2,4,3,1,2,1,0,0,0,0,1,1,1,Satisfied but expensive,1,0,1,1,1,1,0,1,0,2x,Cost saved per aircraft/yr
UAE-1392,Risk_Averse_Traditional,Not Interested,Fleet/Maintenance Manager,Independent MRO,11-30,6-10 years,Sharjah/Northern Emirates,Reactive,6-10,<$500K,290797,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,2,Lack data expertise,0,1,0,0,0,0,0,0,On-premise,>$20K,26595,Pay-per-insight,Head of Maintenance/CAMO,3-6 months,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,8,1,Airbus narrow (A320),Industry event,1,1,1,1,1,0,0,0,0,0,0,1,0,No platform,3,0,1,1,1,1,0,1,0,ROI not primary,Dispatch reliability %
UAE-1393,Risk_Averse_Traditional,Not Interested,Director/VP Operations,Low-cost carrier,1-10,20+ years,Dubai,Scheduled/calendar,1-2,$10M-$50M,36556958,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,No barriers,0,0,0,1,0,0,1,0,No preference,>$20K,42408,Fixed monthly SaaS,Procurement/Finance,3-6 months,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,5,3,Boeing narrow (B737),LinkedIn/social media,2,4,3,2,2,1,0,0,0,0,0,0,1,Very satisfied,7,1,1,0,0,1,1,0,0,3x in 12 months,Component lifespan extension
UAE-1394,Risk_Averse_Traditional,Not Interested,MRO Engineer/Technician,Aircraft leasing,1-10,<2 years,Other GCC,Scheduled/calendar,6-10,<$500K,267022,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Regulatory concerns,1,0,0,1,0,0,0,1,Hybrid,$3K-$8K,4944,Outcome-based,IT/Digital lead,6-12 months,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,7,1,Regional/turboprop,Word of mouth,2,5,3,1,3,1,0,0,0,0,0,1,0,Dissatisfied - hard to integrate,1,1,0,1,0,1,1,1,0,2x,Cost saved per aircraft/yr
UAE-1395,Risk_Averse_Traditional,Not Interested,Director/VP Operations,Low-cost carrier,11-30,11-20 years,Other GCC,Reactive,0,$10M-$50M,20694817,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,No barriers,1,0,0,0,0,0,1,0,Full cloud (SaaS),<$1K,361,Pay-per-insight,Joint committee,3-6 months,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,8,1,Boeing narrow (B737),LinkedIn/social media,2,5,3,3,3,0,0,0,0,0,1,0,0,Dissatisfied - hard to integrate,2,1,1,1,1,0,1,1,0,1.5x,AOG reduction %
UAE-1396,Risk_Averse_Traditional,Not Interested,Fleet/Maintenance Manager,Independent MRO,200+,20+ years,Dubai,Scheduled/calendar,6-10,$10M-$50M,33316602,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,Regulatory concerns,1,0,0,0,0,0,1,0,On-premise,$8K-$20K,16328,Outcome-based,Head of Maintenance/CAMO,6-12 months,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,5,1,Airbus narrow (A320),Email invite,2,4,3,2,3,1,1,0,0,0,0,0,0,Dissatisfied - poor accuracy,2,1,1,0,1,0,1,0,0,5x+,AOG reduction %
UAE-1397,Risk_Averse_Traditional,Not Interested,Director/VP Operations,Commercial airline (full-service),1-10,11-20 years,Other GCC,Reactive,6-10,<$500K,219105,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,Cybersecurity,1,0,0,0,1,0,0,0,No preference,$8K-$20K,12061,Fixed monthly SaaS,Procurement/Finance,3-6 months,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,6,1,Business jet/helicopter,Email invite,2,4,4,1,2,0,0,1,0,0,0,0,0,Dissatisfied - hard to integrate,6,0,0,0,1,0,1,1,0,5x+,AOG reduction %
UAE-1398,Risk_Averse_Traditional,Exploring,MRO Engineer/Technician,Commercial airline (full-service),81-200,6-10 years,Sharjah/Northern Emirates,Condition-based,1-2,$10M-$50M,25771757,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,High upfront cost,0,1,1,0,1,0,0,0,Hybrid,>$20K,21872,Pay-per-insight,Head of Maintenance/CAMO,3-6 months,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,4,6,Boeing narrow (B737),Email invite,2,5,2,2,3,0,0,0,0,0,0,0,1,Dissatisfied - poor accuracy,5,0,1,1,0,0,1,0,1,3x in 12 months,Dispatch reliability %
UAE-1399,Risk_Averse_Traditional,Not Interested,Fleet/Maintenance Manager,Independent MRO,11-30,6-10 years,Dubai,Reactive,1-2,$2M-$10M,6601499,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,High upfront cost,1,1,0,1,0,0,0,0,On-premise,$3K-$8K,5809,Outcome-based,Joint committee,>12 months,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,9,1,Regional/turboprop,Industry event,1,5,4,1,3,0,0,0,0,0,0,0,1,Very satisfied,3,1,1,0,1,0,1,0,0,2x,Dispatch reliability %
UAE-1400,Risk_Averse_Traditional,Exploring,MRO Engineer/Technician,Aircraft leasing,1-10,<2 years,Abu Dhabi,Scheduled/calendar,6-10,$2M-$10M,6702908,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,Lack data expertise,1,0,0,1,1,0,0,0,On-premise,$3K-$8K,6138,Pay-per-insight,Joint committee,>12 months,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,7,4,Boeing narrow (B737),LinkedIn/social media,2,4,4,2,1,1,0,0,0,0,0,1,0,Dissatisfied - hard to integrate,2,0,1,1,1,0,0,1,0,5x+,Dispatch reliability %
UAE-1401,Risk_Averse_Traditional,Exploring,MRO Engineer/Technician,Charter/private aviation,81-200,11-20 years,Sharjah/Northern Emirates,Scheduled/calendar,10+,>$50M,76426169,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,2,Legacy integration,0,1,0,0,1,0,1,0,On-premise,$1K-$3K,1519,Hardware lease + software,Head of Maintenance/CAMO,6-12 months,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,9,4,Airbus narrow (A320),Industry event,2,4,3,2,3,1,0,0,0,0,1,1,1,Satisfied but expensive,3,0,0,0,0,0,1,0,0,3x in 12 months,Cost saved per aircraft/yr
UAE-1402,Risk_Averse_Traditional,Not Interested,Fleet/Maintenance Manager,Charter/private aviation,31-80,20+ years,Other GCC,Predictive (some AI),3-5,$500K-$2M,1393821,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,Lack data expertise,1,0,0,0,1,1,0,0,Hybrid,$1K-$3K,2070,Per-aircraft/year,Joint committee,6-12 months,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,6,3,Airbus narrow (A320),Industry event,1,1,1,1,1,1,0,0,0,0,1,0,0,Dissatisfied - hard to integrate,3,1,1,0,0,1,0,1,0,3x in 12 months,AOG reduction %
UAE-1403,Risk_Averse_Traditional,Warm,MRO Engineer/Technician,Low-cost carrier,31-80,2-5 years,Dubai,Reactive,3-5,$10M-$50M,36272660,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,3,Regulatory concerns,0,0,1,1,0,0,1,0,On-premise,$3K-$8K,5667,Per-aircraft/year,C-Suite,3-6 months,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,7,Boeing narrow (B737),Email invite,2,4,4,2,2,0,0,1,0,0,0,1,0,Dissatisfied - hard to integrate,2,0,1,1,0,0,0,0,0,1.5x,Component lifespan extension
UAE-1404,Risk_Averse_Traditional,Exploring,Fleet/Maintenance Manager,Independent MRO,11-30,2-5 years,Dubai,Reactive,1-2,$2M-$10M,6101416,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,Lack data expertise,1,0,1,1,0,0,0,0,Hybrid,$8K-$20K,12330,Hardware lease + software,Head of Maintenance/CAMO,3-6 months,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,6,6,Airbus narrow (A320),Word of mouth,2,5,3,2,3,0,1,0,0,1,1,0,1,No platform,4,0,0,1,0,0,1,1,0,3x in 12 months,AOG reduction %
UAE-1405,Risk_Averse_Traditional,Not Interested,Director/VP Operations,Commercial airline (full-service),11-30,11-20 years,Dubai,Condition-based,6-10,<$500K,225897,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2,High upfront cost,1,0,0,1,1,0,0,0,On-premise,$8K-$20K,13262,Fixed monthly SaaS,Joint committee,6-12 months,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,5,3,Airbus narrow (A320),LinkedIn/social media,3,5,3,2,3,0,0,0,0,0,1,0,1,Dissatisfied - hard to integrate,4,1,1,1,0,0,1,1,0,3x in 12 months,AOG reduction %
UAE-1406,Risk_Averse_Traditional,Not Interested,MRO Engineer/Technician,Low-cost carrier,31-80,11-20 years,Outside GCC,Condition-based,10+,$500K-$2M,1557177,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Lack data expertise,0,0,0,0,0,0,1,1,On-premise,>$20K,27165,Per-aircraft/year,C-Suite,1-3 months,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,6,2,Airbus narrow (A320),LinkedIn/social media,1,5,4,2,2,1,0,1,0,0,0,0,0,Satisfied but expensive,5,0,1,0,1,0,1,1,0,1.5x,Audit pass rate
UAE-1407,Risk_Averse_Traditional,Not Interested,Fleet/Maintenance Manager,Charter/private aviation,200+,2-5 years,Dubai,Full predictive + digital twin,1-2,>$50M,84809926,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,High upfront cost,1,0,0,0,0,0,1,0,On-premise,$8K-$20K,12515,Per-aircraft/year,C-Suite,6-12 months,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,6,2,Business jet/helicopter,LinkedIn/social media,1,5,4,1,2,1,0,0,0,1,0,0,0,Very satisfied,3,1,1,0,0,1,1,0,0,Strategic value,Cost saved per aircraft/yr
UAE-1408,Risk_Averse_Traditional,Not Interested,Procurement/Finance,Commercial airline (full-service),31-80,20+ years,Abu Dhabi,Scheduled/calendar,6-10,$10M-$50M,33977924,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,3,High upfront cost,0,0,1,1,0,1,0,0,On-premise,$3K-$8K,3831,Hardware lease + software,IT/Digital lead,3-6 months,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,7,1,Airbus narrow (A320),Email invite,1,4,3,2,1,0,0,0,0,0,1,0,0,No platform,7,0,0,0,1,0,0,1,0,2x,AOG reduction %
UAE-1409,Risk_Averse_Traditional,Warm,MRO Engineer/Technician,Independent MRO,1-10,6-10 years,Other GCC,Predictive (some AI),3-5,$2M-$10M,6239560,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,4,Lack data expertise,1,0,0,0,0,0,0,1,Hybrid,$8K-$20K,11233,Fixed monthly SaaS,IT/Digital lead,<1 month,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,5,6,Boeing narrow (B737),Word of mouth,1,4,4,3,2,0,0,0,0,0,0,1,0,Dissatisfied - hard to integrate,5,1,1,0,0,0,1,1,0,1.5x,Dispatch reliability %
UAE-1410,Risk_Averse_Traditional,Not Interested,Fleet/Maintenance Manager,Aircraft leasing,81-200,6-10 years,Dubai,Reactive,10+,>$50M,73247752,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,Lack data expertise,0,0,0,1,0,0,0,0,Hybrid,$8K-$20K,16749,Hardware lease + software,C-Suite,>12 months,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,10,3,Boeing wide (B777/B787),LinkedIn/social media,1,4,3,2,2,0,0,0,0,0,1,0,0,No platform,4,1,0,1,1,1,1,1,0,5x+,Dispatch reliability %
UAE-1411,Risk_Averse_Traditional,Exploring,Procurement/Finance,Commercial airline (full-service),11-30,20+ years,Dubai,Condition-based,0,$2M-$10M,6902528,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,High upfront cost,1,0,0,1,1,0,0,0,Hybrid,$1K-$3K,1881,Outcome-based,Procurement/Finance,3-6 months,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,4,4,Airbus narrow (A320),LinkedIn/social media,3,4,4,2,2,0,0,0,0,1,0,0,0,Very satisfied,3,1,1,0,0,0,1,0,0,3x in 12 months,Unscheduled maintenance reduction
UAE-1412,Risk_Averse_Traditional,Warm,MRO Engineer/Technician,Defence/government,11-30,6-10 years,Dubai,Predictive (some AI),10+,$500K-$2M,1076857,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,High upfront cost,1,0,1,1,0,0,0,0,Full cloud (SaaS),>$20K,22396,Hardware lease + software,Joint committee,3-6 months,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,4,7,Business jet/helicopter,LinkedIn/social media,2,4,3,2,3,0,0,0,0,0,0,0,1,Dissatisfied - poor support,5,1,1,0,0,1,1,0,0,3x in 12 months,AOG reduction %
UAE-1413,Risk_Averse_Traditional,Not Interested,Fleet/Maintenance Manager,Commercial airline (full-service),11-30,2-5 years,Dubai,Scheduled/calendar,3-5,$500K-$2M,1363653,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,Cybersecurity,1,0,0,1,1,0,0,0,On-premise,$3K-$8K,5151,Fixed monthly SaaS,Joint committee,6-12 months,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,10,3,Airbus narrow (A320),LinkedIn/social media,4,4,4,4,4,0,0,0,0,0,1,1,1,Dissatisfied - poor accuracy,3,1,0,1,1,0,1,0,0,5x+,Audit pass rate
UAE-1414,Risk_Averse_Traditional,Exploring,MRO Engineer/Technician,Defence/government,31-80,11-20 years,Dubai,Scheduled/calendar,3-5,$2M-$10M,5291017,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,High upfront cost,0,1,0,0,1,0,0,0,No preference,$3K-$8K,5148,Hardware lease + software,Head of Maintenance/CAMO,>12 months,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,6,4,Boeing narrow (B737),Word of mouth,1,4,2,2,1,0,0,0,0,0,0,1,0,Satisfied but expensive,3,0,1,0,1,0,1,1,0,Strategic value,Cost saved per aircraft/yr
UAE-1415,Risk_Averse_Traditional,Warm,Director/VP Operations,Low-cost carrier,1-10,<2 years,Sharjah/Northern Emirates,Predictive (some AI),0,$2M-$10M,6827267,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,3,Legacy integration,0,0,0,1,0,1,1,0,Hybrid,$3K-$8K,6209,Pay-per-insight,IT/Digital lead,3-6 months,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,6,2,Airbus narrow (A320),LinkedIn/social media,2,2,3,2,1,0,0,0,0,0,1,0,0,Dissatisfied - hard to integrate,6,1,0,0,1,1,1,1,0,5x+,AOG reduction %
UAE-1416,Risk_Averse_Traditional,Exploring,Director/VP Operations,Commercial airline (full-service),31-80,20+ years,Sharjah/Northern Emirates,Condition-based,10+,$2M-$10M,6257414,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,High upfront cost,1,1,0,1,0,0,0,0,On-premise,>$20K,35385,Fixed monthly SaaS,Head of Maintenance/CAMO,3-6 months,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,3,2,Airbus narrow (A320),Word of mouth,1,5,3,2,2,0,1,0,0,0,0,0,0,Very satisfied,4,1,1,1,0,0,1,0,1,2x,AOG reduction %
UAE-1417,Risk_Averse_Traditional,Not Interested,Director/VP Operations,Independent MRO,31-80,6-10 years,Dubai,Condition-based,6-10,$2M-$10M,6070269,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,2,Lack data expertise,0,0,0,0,1,0,1,0,No preference,$3K-$8K,5606,Per-aircraft/year,Joint committee,3-6 months,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,7,1,Boeing narrow (B737),LinkedIn/social media,2,5,2,1,3,0,0,0,0,0,0,1,1,Dissatisfied - poor support,3,0,0,0,1,1,1,1,0,3x in 12 months,Component lifespan extension
UAE-1418,Risk_Averse_Traditional,Exploring,MRO Engineer/Technician,Aircraft leasing,1-10,11-20 years,Other GCC,Scheduled/calendar,6-10,$500K-$2M,1359636,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,Lack data expertise,1,0,0,1,0,1,0,0,Full cloud (SaaS),$8K-$20K,10287,Per-aircraft/year,IT/Digital lead,1-3 months,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,5,4,Airbus narrow (A320),Word of mouth,1,1,1,1,1,0,1,0,0,0,0,0,0,Dissatisfied - poor support,1,1,0,1,1,1,0,1,0,5x+,Dispatch reliability %
UAE-1419,Risk_Averse_Traditional,Not Interested,Procurement/Finance,Commercial airline (full-service),11-30,6-10 years,Abu Dhabi,Scheduled/calendar,0,$2M-$10M,6950437,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,High upfront cost,1,0,0,1,0,0,1,0,No preference,$1K-$3K,2082,Outcome-based,IT/Digital lead,>12 months,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,6,4,Airbus narrow (A320),Word of mouth,3,4,3,2,3,0,0,0,0,0,0,0,1,Dissatisfied - poor support,3,1,1,1,1,1,0,1,0,5x+,Cost saved per aircraft/yr
UAE-1420,Risk_Averse_Traditional,Exploring,Director/VP Operations,Commercial airline (full-service),11-30,2-5 years,Dubai,Condition-based,0,$500K-$2M,1057832,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,Legacy integration,0,0,0,0,0,0,0,1,Full cloud (SaaS),$1K-$3K,1998,Outcome-based,Joint committee,>12 months,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,8,5,Boeing narrow (B737),Email invite,1,5,3,3,4,0,0,0,0,0,1,0,0,Dissatisfied - hard to integrate,2,1,1,0,1,1,0,0,0,ROI not primary,Unscheduled maintenance reduction
UAE-1421,Risk_Averse_Traditional,Not Interested,MRO Engineer/Technician,Independent MRO,11-30,11-20 years,Dubai,Scheduled/calendar,3-5,$2M-$10M,6721444,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,Legacy integration,0,0,0,1,0,0,1,0,Hybrid,$1K-$3K,1959,Fixed monthly SaaS,C-Suite,<1 month,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,8,1,Airbus narrow (A320),Email invite,4,4,4,1,2,0,0,0,0,0,0,0,1,Dissatisfied - poor accuracy,5,0,1,0,0,0,0,0,0,ROI not primary,Component lifespan extension
UAE-1422,Risk_Averse_Traditional,Exploring,MRO Engineer/Technician,Independent MRO,11-30,20+ years,Sharjah/Northern Emirates,Condition-based,1-2,$2M-$10M,5525162,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,High upfront cost,1,1,0,0,0,0,0,0,On-premise,$1K-$3K,1986,Pay-per-insight,Head of Maintenance/CAMO,6-12 months,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,6,5,Regional/turboprop,Industry event,3,4,3,1,2,1,1,0,0,0,0,0,1,No platform,4,1,1,0,1,0,1,1,0,2x,Component lifespan extension
UAE-1423,Risk_Averse_Traditional,Not Interested,Fleet/Maintenance Manager,Commercial airline (full-service),1-10,6-10 years,Sharjah/Northern Emirates,Reactive,3-5,$500K-$2M,1147689,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,2,Regulatory concerns,1,0,0,0,1,1,0,0,Full cloud (SaaS),$8K-$20K,15172,Hardware lease + software,Head of Maintenance/CAMO,6-12 months,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,8,1,Business jet/helicopter,LinkedIn/social media,1,3,3,2,2,0,0,1,0,0,0,1,1,Satisfied but expensive,4,0,0,1,1,1,1,1,0,5x+,Dispatch reliability %
UAE-1424,Risk_Averse_Traditional,Not Interested,Fleet/Maintenance Manager,Independent MRO,11-30,11-20 years,Sharjah/Northern Emirates,Scheduled/calendar,1-2,$2M-$10M,6347239,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,Legacy integration,1,0,0,0,0,0,0,0,On-premise,<$1K,504,Hardware lease + software,C-Suite,3-6 months,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,5,1,Airbus narrow (A320),LinkedIn/social media,2,4,4,2,2,0,0,0,0,0,0,0,1,Satisfied but expensive,3,0,0,0,0,1,1,1,0,ROI not primary,Dispatch reliability %
UAE-1425,Risk_Averse_Traditional,Exploring,Fleet/Maintenance Manager,Low-cost carrier,11-30,11-20 years,Dubai,Predictive (some AI),3-5,$500K-$2M,1389927,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,2,Regulatory concerns,1,0,0,0,1,0,0,1,Full cloud (SaaS),$8K-$20K,15748,Per-aircraft/year,Head of Maintenance/CAMO,3-6 months,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,3,6,Airbus wide (A330/A350/A380),Email invite,3,4,3,1,1,0,0,0,0,0,0,1,0,Satisfied but expensive,2,1,0,1,1,1,0,0,0,1.5x,AOG reduction %
UAE-1426,Risk_Averse_Traditional,Warm,MRO Engineer/Technician,Aircraft leasing,11-30,<2 years,Dubai,Reactive,1-2,<$500K,229744,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,Regulatory concerns,0,0,0,0,0,0,1,0,On-premise,$1K-$3K,1654,Per-aircraft/year,C-Suite,1-3 months,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,3,6,Boeing narrow (B737),Aviation publication,1,5,4,4,3,0,1,0,0,0,0,0,0,Dissatisfied - poor accuracy,3,0,1,0,1,0,1,0,0,2x,Cost saved per aircraft/yr
UAE-1427,Risk_Averse_Traditional,Not Interested,MRO Engineer/Technician,Aircraft leasing,1-10,11-20 years,Sharjah/Northern Emirates,Scheduled/calendar,1-2,$500K-$2M,1133700,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,2,Lack data expertise,1,1,0,0,1,0,0,0,Hybrid,<$1K,529,Per-aircraft/year,Joint committee,6-12 months,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,7,3,Boeing narrow (B737),LinkedIn/social media,1,4,4,2,2,1,0,0,0,0,0,0,0,Dissatisfied - poor support,3,0,1,1,1,1,0,0,0,5x+,Dispatch reliability %
UAE-1428,Risk_Averse_Traditional,Exploring,Director/VP Operations,Charter/private aviation,31-80,20+ years,Abu Dhabi,Condition-based,3-5,$2M-$10M,5247958,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,3,Cybersecurity,0,0,0,0,1,0,0,0,On-premise,$8K-$20K,11434,Outcome-based,C-Suite,>12 months,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,6,5,Boeing narrow (B737),Email invite,1,5,3,3,1,1,0,0,0,0,0,0,1,Dissatisfied - hard to integrate,2,1,1,1,0,1,1,1,1,3x in 12 months,Dispatch reliability %
